,recall_anomaly,precision_anomaly,recall_changePoint,precision_changePoint
0,100.0,70.58823529411765,5.128205128205129,100.0
1,41.666666666666664,50.0,7.6923076923076925,100.0
2,41.666666666666664,100.0,10.256410256410257,100.0
3,41.666666666666664,100.0,12.820512820512821,100.0
4,41.666666666666664,100.0,15.384615384615385,100.0
5,41.666666666666664,100.0,17.94871794871795,100.0
6,41.666666666666664,100.0,20.512820512820515,100.0
7,41.666666666666664,100.0,23.076923076923077,100.0
8,41.666666666666664,100.0,25.641025641025642,100.0
9,41.666666666666664,100.0,28.205128205128204,100.0
10,41.666666666666664,100.0,30.76923076923077,100.0
11,41.666666666666664,100.0,33.333333333333336,100.0
12,41.666666666666664,100.0,35.8974358974359,100.0
13,41.666666666666664,100.0,38.46153846153846,100.0
14,41.666666666666664,100.0,41.02564102564103,100.0
15,41.666666666666664,100.0,43.58974358974359,100.0
16,41.666666666666664,100.0,46.15384615384615,100.0
17,41.666666666666664,100.0,48.717948717948715,100.0
18,41.666666666666664,100.0,51.282051282051285,100.0
19,41.666666666666664,100.0,53.84615384615385,100.0
20,41.666666666666664,100.0,56.41025641025641,100.0
21,41.666666666666664,100.0,58.97435897435897,100.0
22,41.666666666666664,100.0,61.53846153846154,100.0
23,41.666666666666664,100.0,64.1025641025641,100.0
24,41.666666666666664,100.0,66.66666666666667,100.0
25,41.666666666666664,100.0,69.23076923076923,100.0
26,41.666666666666664,100.0,71.7948717948718,100.0
27,41.666666666666664,100.0,74.35897435897436,100.0
28,41.666666666666664,100.0,76.92307692307692,100.0
29,41.666666666666664,100.0,79.48717948717949,100.0
30,41.666666666666664,100.0,82.05128205128206,100.0
31,41.666666666666664,100.0,84.61538461538461,100.0
32,41.666666666666664,100.0,87.17948717948718,100.0
33,41.666666666666664,100.0,89.74358974358974,100.0
34,41.666666666666664,100.0,92.3076923076923,100.0
35,41.666666666666664,100.0,94.87179487179488,100.0
36,41.666666666666664,100.0,97.43589743589743,100.0
37,41.666666666666664,100.0,100.0,100.0
38,100.0,100.0,100.0,100.0
