anomaly_pattern,anomaly_point,change_point,timestamp,value
0.0,0.0,0.0,2017-12-05 22:57:35,990.0384353499928
0.0,0.0,0.0,2017-12-05 18:04:25,991.7974823223772
0.0,0.0,0.0,2017-12-05 08:53:38,995.1021075427913
0.0,0.0,0.0,2017-12-06 13:46:35,984.7044327524778
0.0,0.0,0.0,2017-12-06 09:23:59,986.2800532955081
0.0,0.0,0.0,2017-12-06 15:22:46,984.1273031864728
0.0,0.0,0.0,2017-12-08 20:57:32,964.8387429003694
0.0,0.0,0.0,2017-12-05 11:57:49,993.9970300300618
0.0,0.0,0.0,2017-12-04 14:17:45,1001.7974054891313
0.0,0.0,0.0,2017-12-04 18:10:00,1000.4039390024142
0.0,0.0,0.0,2017-12-04 04:29:53,1005.3246614005385
0.0,0.0,0.0,2017-12-05 16:07:12,992.5007689695066
0.0,0.0,0.0,2017-12-05 03:47:09,996.940986508925
0.0,0.0,0.0,2017-12-08 11:18:00,968.3159826241108
0.0,0.0,0.0,2017-12-06 10:19:32,985.9466838803706
0.0,0.0,0.0,2017-12-04 20:51:32,999.4347107968231
0.0,0.0,0.0,2017-12-07 03:20:04,979.8235784217464
0.0,0.0,0.0,2017-12-05 19:02:23,991.4495900106912
0.0,0.0,0.0,2017-12-06 08:24:13,986.638645240906
0.0,0.0,0.0,2017-12-05 20:37:23,990.8795954051584
0.0,0.0,0.0,2017-12-05 02:56:38,997.2441473543788
0.0,0.0,0.0,2017-12-05 19:08:47,991.4112189828255
0.0,0.0,0.0,2017-12-06 21:44:05,981.839464488642
0.0,0.0,0.0,2017-12-06 17:07:04,983.5015180559919
0.0,0.0,0.0,2017-12-06 18:30:41,982.9998513602842
0.0,0.0,0.0,2017-12-05 17:25:43,992.0296748152173
0.0,0.0,0.0,2017-12-05 23:11:26,989.9552913825344
0.0,0.0,0.0,2017-12-06 09:41:15,986.1764256201678
0.0,0.0,0.0,2017-12-06 01:32:32,989.1087797560828
0.0,0.0,0.0,2017-12-06 22:00:26,981.7413456586996
0.0,0.0,0.0,2017-12-06 20:54:07,982.1392246593786
0.0,0.0,0.0,2017-12-05 14:29:28,993.0871132200996
0.0,0.0,0.0,2017-12-07 20:42:18,973.5701317292767
0.0,0.0,0.0,2017-12-05 05:50:31,996.2008412726111
0.0,0.0,0.0,2017-12-05 12:45:08,993.7131469136051
0.0,0.0,0.0,2017-12-05 12:07:14,993.9405503962269
0.0,0.0,0.0,2017-12-06 10:45:12,985.79276518564
0.0,0.0,0.0,2017-12-05 04:07:31,996.8187949013815
0.0,0.0,0.0,2017-12-06 16:50:49,983.5989950106792
0.0,0.0,0.0,2017-12-05 22:54:05,990.0594201085456
0.0,0.0,0.0,2017-12-05 13:11:21,993.5558118342963
0.0,0.0,0.0,2017-12-05 21:29:40,990.5659177716499
0.0,0.0,0.0,2017-12-06 08:59:05,986.4294208414201
0.0,0.0,0.0,2017-12-06 21:41:16,981.8562985697802
0.0,0.0,0.0,2017-12-06 02:01:03,988.9376495658796
0.0,0.0,0.0,2017-12-05 00:04:24,998.2775780232724
0.0,0.0,0.0,2017-12-06 22:02:49,981.7270585723367
0.0,0.0,0.0,2017-12-05 11:57:32,993.9987292137433
0.0,0.0,0.0,2017-12-04 23:08:32,998.6127391621068
0.0,0.0,0.0,2017-12-05 17:16:45,992.0833844723833
0.0,0.0,0.0,2017-12-05 04:39:37,996.6262008788764
0.0,0.0,0.0,2017-12-05 03:39:51,996.9848679249558
0.0,0.0,0.0,2017-12-04 02:54:22,1005.8977729264951
0.0,0.0,0.0,2017-12-06 17:36:16,983.3263156575664
0.0,0.0,0.0,2017-12-08 07:18:15,969.7544348331444
0.0,0.0,0.0,2017-12-05 05:54:25,996.1774207604979
0.0,0.0,0.0,2017-12-03 22:40:41,1007.4198736455785
0.0,0.0,0.0,2017-12-04 17:18:23,1000.7136479713589
0.0,0.0,0.0,2017-12-07 04:36:19,979.3659840421498
0.0,0.0,0.0,2017-12-07 07:24:29,978.3569885305121
0.0,0.0,0.0,2017-12-05 08:35:07,995.2132110138399
0.0,0.0,0.0,2017-12-05 11:28:27,994.1732045116595
0.0,0.0,0.0,2017-12-05 01:12:10,997.870939465376
0.0,0.0,0.0,2017-12-05 04:05:03,996.833656450863
0.0,0.0,0.0,2017-12-06 13:50:36,984.6803295790061
0.0,0.0,0.0,2017-12-07 11:41:24,976.8155496738192
0.0,0.0,0.0,2017-12-07 08:40:49,977.8990181303774
0.0,0.0,0.0,2017-12-08 08:43:29,969.2430567802802
0.0,0.0,0.0,2017-12-03 05:54:23,1013.4576160067774
0.0,0.0,0.0,2017-12-07 00:49:52,980.7247647649959
0.0,0.0,0.0,2017-12-05 18:11:23,991.75566202213
0.0,0.0,0.0,2017-12-04 19:26:53,999.9426540440799
0.0,0.0,0.0,2017-12-04 22:29:35,998.8464091702187
0.0,0.0,0.0,2017-12-05 22:02:53,990.3666593582733
0.0,0.0,0.0,2017-12-06 01:50:13,989.0026712452582
0.0,0.0,0.0,2017-12-06 18:49:40,982.8858936965363
0.0,0.0,0.0,2017-12-06 10:30:15,985.8823978061453
0.0,0.0,0.0,2017-12-06 20:44:14,982.198496084186
0.0,0.0,0.0,2017-12-05 05:51:29,996.1950680594409
0.0,0.0,0.0,2017-12-06 04:49:08,987.9291634857071
0.0,0.0,0.0,2017-12-06 00:14:31,989.5768190952083
0.0,0.0,0.0,2017-12-07 11:06:00,977.027907288048
0.0,0.0,0.0,2017-12-08 10:37:03,968.5616035911735
0.0,0.0,0.0,2017-12-05 13:18:52,993.5107174695489
0.0,0.0,0.0,2017-12-03 03:32:37,1014.308218607913
0.0,0.0,0.0,2017-12-04 23:19:20,998.5478868296876
0.0,0.0,0.0,2017-12-06 00:50:25,989.3614801506976
0.0,0.0,0.0,2017-12-04 09:36:22,1003.4857072726699
0.0,0.0,0.0,2017-12-04 17:07:30,1000.7789179985167
0.0,0.0,0.0,2017-12-07 05:40:36,978.980348979786
