anomaly_pattern,anomaly_point,change_point,timestamp,value
0.0,0.0,0.0,2017-12-02 13:15:03,1001.1165247815951
0.0,0.0,0.0,2017-12-02 23:15:23,997.51455220749
0.0,0.0,0.0,2017-12-02 23:20:48,997.4820264374612
0.0,0.0,0.0,2017-12-03 07:25:36,994.5732714429151
0.0,0.0,0.0,2017-12-03 05:43:50,995.1837849073686
0.0,0.0,0.0,2017-12-03 12:43:01,992.6687425249595
0.0,0.0,0.0,2017-12-03 12:43:13,992.6675107542185
0.0,0.0,0.0,2017-12-03 17:45:48,990.8519839599533
0.0,0.0,0.0,2017-12-03 20:58:11,989.6977453798909
0.0,0.0,0.0,2017-12-03 23:07:27,988.9221104070956
0.0,0.0,0.0,2017-12-04 03:36:27,987.3081040014374
0.0,0.0,0.0,2017-12-04 07:24:58,985.9370745299716
0.0,0.0,0.0,2017-12-04 08:56:53,985.385509707641
0.0,0.0,0.0,2017-12-04 13:41:52,983.6756237233707
0.0,0.0,0.0,2017-12-04 11:32:22,984.4526335208819
0.0,0.0,0.0,2017-12-04 18:54:34,981.7994684030606
0.0,0.0,0.0,2017-12-04 21:22:03,980.9144857644527
0.0,0.0,0.0,2017-12-05 00:28:20,979.7968285352147
0.0,0.0,0.0,2017-12-04 23:10:15,980.2653650606269
0.0,0.0,0.0,2017-12-05 09:23:57,976.583089408256
0.0,0.0,0.0,2017-12-05 10:07:57,976.3190819456287
0.0,0.0,0.0,2017-12-05 16:22:25,974.0723662325105
0.0,0.0,0.0,2017-12-05 13:24:24,975.1404295923836
0.0,0.0,0.0,2017-12-05 18:15:42,973.3926674769931
0.0,0.0,0.0,2017-12-06 04:15:05,969.7963105054358
0.0,0.0,0.0,2017-12-06 02:26:19,970.4489444101597
0.0,0.0,0.0,2017-12-06 07:39:44,968.5683896289469
0.0,0.0,0.0,2017-12-06 07:40:18,968.5650057349999
0.0,0.0,0.0,2017-12-06 12:40:33,966.7635217672921
0.0,0.0,0.0,2017-12-06 10:45:11,967.4556898492835
0.0,0.0,0.0,2017-12-06 22:24:26,963.2602619689761
0.0,0.0,0.0,2017-12-06 22:51:43,963.0964836698136
0.0,0.0,0.0,2017-12-06 23:42:35,962.7913690515818
0.0,0.0,0.0,2017-12-07 06:34:48,960.3180260823315
0.0,0.0,0.0,2017-12-07 09:34:52,959.2376190447176
0.0,0.0,0.0,2017-12-07 13:08:29,957.9558872563115
0.0,0.0,0.0,2017-12-07 15:45:34,957.0133973008548
0.0,0.0,0.0,2017-12-07 15:52:42,956.9706275512481
0.0,0.0,0.0,2017-12-07 17:42:06,956.3141967016217
0.0,0.0,0.0,2017-12-07 18:07:28,956.1620177572306
0.0,0.0,0.0,2017-12-08 03:56:46,952.626251812714
0.0,0.0,0.0,2017-12-08 01:04:37,953.6591208159743
0.0,0.0,0.0,2017-12-08 08:05:39,951.1328909148124
0.0,0.0,0.0,2017-12-08 11:52:38,949.7709882082987
0.0,0.0,0.0,2017-12-08 14:50:32,948.7036414599563
0.0,0.0,0.0,2017-12-08 14:03:32,948.9856058206125
0.0,0.0,0.0,2017-12-08 20:29:03,946.6725422018559
0.0,0.0,0.0,2017-12-09 00:57:50,945.0598070934745
0.0,0.0,0.0,2017-12-09 03:07:02,944.2846558932966
0.0,0.0,0.0,2017-12-09 06:20:14,943.1254096574437
0.0,0.0,0.0,2017-12-09 13:53:23,940.4065333373052
0.0,0.0,0.0,2017-12-09 13:19:49,940.6079186880593
0.0,0.0,0.0,2017-12-09 12:09:55,941.0273082728756
0.0,0.0,0.0,2017-12-09 19:59:53,938.2075438558538
0.0,0.0,0.0,2017-12-10 02:41:15,935.7992926145697
0.0,0.0,0.0,2017-12-10 01:20:33,936.2835353277977
0.0,0.0,0.0,2017-12-10 04:47:14,935.043475487654
0.0,0.0,0.0,2017-12-10 04:39:02,935.0926346853616
0.0,0.0,0.0,2017-12-10 12:06:58,932.4050655972538
0.0,0.0,0.0,2017-12-10 10:29:57,932.9871344043464
0.0,0.0,0.0,2017-12-10 20:32:42,929.3706533134408
0.0,0.0,0.0,2017-12-10 23:16:32,928.387668282272
0.0,0.0,0.0,2017-12-11 01:42:07,927.5141808115316
0.0,0.0,0.0,2017-12-11 04:15:17,926.5951206988993
0.0,0.0,0.0,2017-12-11 04:45:55,926.411328368486
0.0,0.0,0.0,2017-12-11 12:12:33,923.7315530595273
0.0,0.0,0.0,2017-12-11 12:04:22,923.7806120126102
0.0,0.0,0.0,2017-12-11 10:22:35,924.3913072865156
0.0,0.0,0.0,2017-12-11 21:35:36,920.3532638088798
0.0,0.0,0.0,2017-12-12 01:22:03,918.9945686417605
0.0,0.0,0.0,2017-12-12 01:19:53,919.0074872729597
0.0,0.0,0.0,2017-12-12 06:10:16,917.2652526147422
0.0,0.0,0.0,2017-12-12 00:26:31,919.3277065411646
0.0,0.0,0.0,2017-12-12 10:24:12,915.7416573083905
0.0,0.0,0.0,2017-12-12 13:57:24,914.4624572767169
0.0,0.0,0.0,2017-12-12 14:41:34,914.1974233879179
0.0,0.0,0.0,2017-12-13 04:03:45,909.38437310107
0.0,0.0,0.0,2017-12-12 23:59:35,910.849339719125
0.0,0.0,0.0,2017-12-13 04:23:13,909.2675134359365
0.0,0.0,0.0,2017-12-13 05:41:47,908.7961170988982
0.0,0.0,0.0,2017-12-13 10:37:17,907.0231293166157
0.0,0.0,0.0,2017-12-13 14:46:50,905.5258284582637
0.0,0.0,0.0,2017-12-13 14:41:55,905.5553537268634
0.0,0.0,0.0,2017-12-14 00:00:32,902.2036244462656
0.0,0.0,0.0,2017-12-13 18:14:05,904.2823013150685
0.0,0.0,0.0,2017-12-14 02:19:00,901.3728384796071
0.0,0.0,0.0,2017-12-14 05:46:32,900.1276402069096
0.0,0.0,0.0,2017-12-14 10:02:26,898.5921822625527
0.0,0.0,0.0,2017-12-14 09:22:19,898.8329333559165
0.0,0.0,0.0,2017-12-14 15:49:46,896.5082794915319
0.0,0.0,0.0,2017-12-14 15:40:43,896.562567716899
0.0,0.0,0.0,2017-12-14 21:33:03,894.4485058340522
0.0,0.0,0.0,2017-12-15 01:31:48,893.01599286429
0.0,0.0,0.0,2017-12-15 05:40:16,891.5252625212155
0.0,0.0,0.0,2017-12-15 07:40:03,890.8065370193224
0.0,0.0,0.0,2017-12-15 06:09:01,891.3527461456338
0.0,0.0,0.0,2017-12-15 11:58:59,889.2529724044949
0.0,0.0,0.0,2017-12-15 10:00:30,889.9638714631478
0.0,0.0,0.0,2017-12-16 02:04:31,884.1797302221763
