,recall_anomaly,precision_anomaly,recall_changePoint,precision_changePoint
0,100.0,81.81818181818181,2.5641025641025643,100.0
1,11.11111111111111,50.0,5.128205128205129,100.0
2,11.11111111111111,50.0,7.6923076923076925,100.0
3,11.11111111111111,50.0,10.256410256410257,100.0
4,11.11111111111111,50.0,12.820512820512821,100.0
5,11.11111111111111,50.0,15.384615384615385,100.0
6,11.11111111111111,50.0,17.94871794871795,100.0
7,11.11111111111111,50.0,20.512820512820515,100.0
8,11.11111111111111,50.0,23.076923076923077,100.0
9,11.11111111111111,50.0,25.641025641025642,100.0
10,11.11111111111111,50.0,28.205128205128204,100.0
11,11.11111111111111,50.0,30.76923076923077,100.0
12,11.11111111111111,50.0,33.333333333333336,100.0
13,11.11111111111111,50.0,35.8974358974359,100.0
14,11.11111111111111,50.0,38.46153846153846,100.0
15,11.11111111111111,50.0,41.02564102564103,100.0
16,11.11111111111111,50.0,43.58974358974359,100.0
17,11.11111111111111,50.0,46.15384615384615,100.0
18,11.11111111111111,50.0,48.717948717948715,100.0
19,11.11111111111111,50.0,51.282051282051285,100.0
20,11.11111111111111,50.0,53.84615384615385,100.0
21,11.11111111111111,50.0,56.41025641025641,100.0
22,11.11111111111111,50.0,58.97435897435897,100.0
23,11.11111111111111,50.0,61.53846153846154,100.0
24,11.11111111111111,50.0,64.1025641025641,100.0
25,11.11111111111111,50.0,66.66666666666667,100.0
26,11.11111111111111,50.0,69.23076923076923,100.0
27,11.11111111111111,50.0,71.7948717948718,100.0
28,11.11111111111111,50.0,74.35897435897436,100.0
29,11.11111111111111,50.0,76.92307692307692,100.0
30,11.11111111111111,50.0,79.48717948717949,100.0
31,11.11111111111111,50.0,82.05128205128206,100.0
32,11.11111111111111,50.0,84.61538461538461,100.0
33,11.11111111111111,50.0,87.17948717948718,100.0
34,11.11111111111111,50.0,89.74358974358974,100.0
35,11.11111111111111,50.0,92.3076923076923,100.0
36,11.11111111111111,50.0,94.87179487179488,100.0
37,11.11111111111111,50.0,97.43589743589743,100.0
38,11.11111111111111,50.0,100.0,100.0
39,22.22222222222222,66.66666666666667,100.0,100.0
40,27.77777777777778,71.42857142857143,100.0,100.0
41,61.111111111111114,84.61538461538461,100.0,100.0
42,100.0,90.0,100.0,100.0
