,recall_anomaly,precision_anomaly,recall_changePoint,precision_changePoint
0,94.44444444444444,69.38775510204081,84.21052631578948,100.0
1,97.22222222222223,70.0,84.21052631578948,100.0
2,100.0,70.58823529411765,84.21052631578948,100.0
3,47.22222222222222,94.44444444444444,89.47368421052632,100.0
4,50.0,94.73684210526316,89.47368421052632,100.0
5,47.22222222222222,100.0,94.73684210526316,94.73684210526316
6,47.22222222222222,100.0,100.0,95.0
7,69.44444444444444,100.0,100.0,100.0
8,72.22222222222223,100.0,100.0,100.0
9,100.0,100.0,100.0,100.0
