anomaly_pattern,anomaly_point,change_point,timestamp,value
0.0,0.0,0.0,2017-12-17 19:34:04,879.5039789294251
0.0,0.0,0.0,2017-12-18 08:47:19,874.7444677995177
0.0,0.0,0.0,2017-12-19 22:17:28,861.2435497089191
0.0,0.0,0.0,2017-12-17 09:42:01,883.0563019703973
0.0,0.0,0.0,2017-12-19 15:02:58,863.8505688632466
0.0,0.0,0.0,2017-12-19 12:01:08,864.9415510732117
0.0,0.0,0.0,2017-12-20 06:04:38,858.440543096492
0.0,0.0,0.0,2017-12-18 15:21:17,872.3806325959026
0.0,0.0,0.0,2017-12-21 20:28:10,844.6194178436461
0.0,0.0,0.0,2017-12-22 05:55:14,841.2170222184127
0.0,0.0,0.0,2017-12-21 16:08:11,846.1792375988907
0.0,0.0,0.0,2017-12-20 10:43:52,856.7651900134073
0.0,0.0,0.0,2017-12-19 14:35:12,864.0171656783044
0.0,0.0,0.0,2017-12-19 18:30:22,862.6061613461418
0.0,0.0,0.0,2017-12-20 09:45:03,857.1180856909837
0.0,0.0,0.0,2017-12-21 09:30:37,848.5646682293965
0.0,0.0,0.0,2017-12-22 10:04:12,839.7231540129783
0.0,0.0,0.0,2017-12-20 09:15:58,857.2925949214463
0.0,0.0,0.0,2017-12-21 12:50:51,847.3633128776231
0.0,0.0,0.0,2017-12-21 11:22:48,847.891553860052
0.0,0.0,0.0,2017-12-19 16:46:05,863.2319012267992
0.0,0.0,0.0,2017-12-21 22:28:30,843.8974050336402
0.0,0.0,0.0,2017-12-21 17:42:38,845.6125722581836
0.0,0.0,0.0,2017-12-21 02:27:27,851.1036605698358
0.0,0.0,0.0,2017-12-21 01:13:08,851.5495391254431
0.0,0.0,0.0,2017-12-22 10:28:56,839.5747645977051
0.0,0.0,0.0,2017-12-22 05:02:50,841.531392439691
0.0,0.0,0.0,2017-12-20 11:52:37,856.3527299541099
0.0,0.0,0.0,2017-12-20 11:31:07,856.4817280478104
0.0,0.0,0.0,2017-12-21 20:44:02,844.5241934835456
0.0,0.0,0.0,2017-12-22 22:11:17,835.3606397966996
0.0,0.0,0.0,2017-12-23 13:14:21,829.9423259919206
0.0,0.0,0.0,2017-12-21 13:26:08,847.1515498870484
0.0,0.0,0.0,2017-12-23 05:03:23,832.8880478780651
0.0,0.0,0.0,2017-12-23 03:56:56,833.2867309905236
0.0,0.0,0.0,2017-12-22 18:35:16,836.6567585714333
0.0,0.0,0.0,2017-12-25 13:08:46,812.6957700374439
0.0,0.0,0.0,2017-12-22 12:10:41,838.9643247973625
0.0,0.0,0.0,2017-12-24 04:19:01,824.5142499147279
0.0,0.0,0.0,2017-12-23 07:54:38,831.8606053978285
0.0,0.0,0.0,2017-12-22 09:06:45,840.0678319938248
0.0,0.0,0.0,2017-12-23 20:11:52,827.4371437704832
0.0,0.0,0.0,2017-12-24 02:36:53,825.1270842782527
0.0,0.0,0.0,2017-12-24 21:29:56,818.3287484550424
0.0,0.0,0.0,2017-12-23 10:18:30,830.9973789158881
0.0,0.0,0.0,2017-12-24 01:11:21,825.6402457961137
0.0,0.0,0.0,2017-12-24 10:43:33,822.2071150588155
0.0,0.0,0.0,2017-12-23 21:01:19,827.1404665089166
