anomaly_pattern,anomaly_point,change_point,timestamp,value
0.0,0.0,0.0,2018-03-31 17:09:16,23.36998747217794
0.0,0.0,0.0,2018-04-05 14:08:38,-18.746226645244736
0.0,0.0,0.0,2018-04-10 05:02:39,-58.67024900881547
0.0,0.0,0.0,2018-04-06 00:06:33,-22.33372032077214
0.0,0.0,0.0,2018-04-14 01:03:01,-91.79254456209179
0.0,0.0,0.0,2018-04-13 13:39:40,-87.6924023902709
0.0,0.0,0.0,2018-04-12 06:55:33,-76.6277352260514
0.0,0.0,0.0,2018-03-29 18:58:21,39.99550900634347
0.0,0.0,0.0,2018-04-07 03:05:02,-32.04456951498301
0.0,0.0,0.0,2018-03-25 00:44:06,80.76099491863687
0.0,0.0,0.0,2018-03-21 09:25:42,112.19137510034926
0.0,0.0,0.0,2018-04-01 02:38:55,19.952107116083724
0.0,0.0,0.0,2018-03-17 16:47:06,144.10299716541817
0.0,0.0,0.0,2018-03-25 03:34:21,80.09952689110725
0.0,0.0,0.0,2018-03-22 04:39:01,105.27154284739883
0.0,0.0,0.0,2018-03-30 23:51:21,29.59746096046632
0.0,0.0,0.0,2018-03-29 23:20:51,38.42053033783495
0.0,0.0,0.0,2018-03-28 18:07:41,48.939550732317485
0.0,0.0,0.0,2018-03-14 17:51:38,169.6358107892585
0.0,0.0,0.0,2018-03-14 13:52:09,171.0727325068915
0.0,0.0,0.0,2018-03-28 04:23:00,53.887641200239926
0.0,0.0,0.0,2018-03-20 11:41:10,120.01860978775994
0.0,0.0,0.0,2018-03-21 03:13:51,114.42246414546065
0.0,0.0,0.0,2018-03-13 05:59:25,182.5490897826974
0.0,0.0,0.0,2018-03-09 14:38:28,213.99484991675504
0.0,0.0,0.0,2018-03-14 14:39:54,170.78618748010757
0.0,0.0,0.0,2018-03-15 19:00:39,160.58169196317547
0.0,0.0,0.0,2018-03-19 03:51:47,131.47491123187802
0.0,0.0,0.0,2018-03-20 11:27:34,120.10017649533273
0.0,0.0,0.0,2018-03-02 14:33:51,274.502507127036
0.0,0.0,0.0,2018-03-05 10:02:52,250.20838844860728
0.0,0.0,0.0,2018-03-06 15:40:32,239.5424325810563
0.0,0.0,0.0,2018-03-12 14:02:14,188.29223534970671
0.0,0.0,0.0,2018-03-12 14:51:03,187.99931150982607
0.0,0.0,0.0,2018-03-10 07:03:37,208.08386725199873
