anomaly_pattern,anomaly_point,change_point,timestamp,value
0.0,0.0,0.0,2017-12-13 05:42:10,955.7295569459237
0.0,0.0,0.0,2017-12-14 08:15:27,946.1698261247342
0.0,0.0,0.0,2017-12-14 04:10:57,947.6367726630004
0.0,0.0,0.0,2017-12-14 08:33:21,946.0624066010183
0.0,0.0,0.0,2017-12-14 19:55:46,941.9678779519932
0.0,0.0,0.0,2017-12-12 09:49:10,962.8875559833043
0.0,0.0,0.0,2017-12-15 13:48:48,935.5296603432728
0.0,0.0,0.0,2017-12-15 09:17:29,937.1575647360746
0.0,0.0,0.0,2017-12-12 15:06:41,960.9823913230025
0.0,0.0,0.0,2017-12-13 19:21:52,950.8113490774869
0.0,0.0,0.0,2017-12-14 14:44:28,943.8357246324921
0.0,0.0,0.0,2017-12-14 16:34:38,943.1746652976262
0.0,0.0,0.0,2017-12-15 13:53:00,935.5045579386519
0.0,0.0,0.0,2017-12-14 11:08:29,945.131615626083
0.0,0.0,0.0,2017-12-17 06:44:04,920.7981483032299
0.0,0.0,0.0,2017-12-15 03:20:30,939.2995210120481
0.0,0.0,0.0,2017-12-15 14:00:45,935.4579741547207
0.0,0.0,0.0,2017-12-15 15:19:01,934.9883973946523
0.0,0.0,0.0,2017-12-12 19:53:43,959.2602489818453
0.0,0.0,0.0,2017-12-15 14:03:46,935.4399599027525
0.0,0.0,0.0,2017-12-14 10:30:01,945.3624187696338
0.0,0.0,0.0,2017-12-16 11:54:54,927.5731165076039
0.0,0.0,0.0,2017-12-13 10:39:21,953.9464169807273
0.0,0.0,0.0,2017-12-16 01:23:00,931.3644839071069
0.0,0.0,0.0,2017-12-13 16:56:52,951.6812769293483
0.0,0.0,0.0,2017-12-17 11:43:36,919.0008788479736
0.0,0.0,0.0,2017-12-16 03:01:57,930.7708397231659
0.0,0.0,0.0,2017-12-17 04:08:38,921.7307109243434
0.0,0.0,0.0,2017-12-17 07:03:27,920.6817748623985
0.0,0.0,0.0,2017-12-15 08:57:15,937.2789966767459
0.0,0.0,0.0,2017-12-17 05:59:04,921.0681403108977
0.0,0.0,0.0,2017-12-14 23:20:49,940.7376047831607
0.0,0.0,0.0,2017-12-15 14:59:56,935.1029233481722
0.0,0.0,0.0,2017-12-16 14:21:52,926.6912890435019
0.0,0.0,0.0,2017-12-16 00:13:16,931.7828871490442
0.0,0.0,0.0,2017-12-15 10:05:44,936.8680629236833
0.0,0.0,0.0,2017-12-17 06:49:19,920.7666284203534
0.0,0.0,0.0,2017-12-15 15:35:26,934.8899448550593
0.0,0.0,0.0,2017-12-16 21:14:55,924.2130297916488
0.0,0.0,0.0,2017-12-16 05:19:59,929.9425641993631
0.0,0.0,0.0,2017-12-17 16:06:34,917.4231222038032
0.0,0.0,0.0,2017-12-16 09:37:04,928.4000976103266
0.0,0.0,0.0,2017-12-19 20:33:04,898.5441189786027
0.0,0.0,0.0,2017-12-15 23:21:50,932.0915301439607
0.0,0.0,0.0,2017-12-19 06:37:24,903.5581105231597
0.0,0.0,0.0,2017-12-18 15:19:29,909.0656174981569
0.0,0.0,0.0,2017-12-16 13:35:38,926.9687246594821
0.0,0.0,0.0,2017-12-18 02:12:51,913.7854114029723
0.0,0.0,0.0,2017-12-19 00:48:34,905.6510737104257
0.0,0.0,0.0,2017-12-16 05:59:43,929.704213626614
0.0,0.0,0.0,2017-12-18 22:03:24,906.6421383580432
0.0,0.0,0.0,2017-12-17 14:44:01,917.9183824016127
0.0,0.0,0.0,2017-12-19 09:05:48,902.6677064396278
0.0,0.0,0.0,2017-12-19 02:35:10,905.0114780526688
0.0,0.0,0.0,2017-12-18 11:10:13,910.5611968730715
0.0,0.0,0.0,2017-12-19 13:46:58,900.9806911660812
0.0,0.0,0.0,2017-12-19 18:51:49,899.151648311301
0.0,0.0,0.0,2017-12-18 10:46:38,910.702726067367
0.0,0.0,0.0,2017-12-18 17:05:52,908.4273401865963
0.0,0.0,0.0,2017-12-18 05:10:08,912.7216968326015
0.0,0.0,0.0,2017-12-18 18:42:28,907.8476923694543
0.0,0.0,0.0,2017-12-19 16:33:47,899.9797953723638
0.0,0.0,0.0,2017-12-20 18:36:13,890.6051880727734
0.0,0.0,0.0,2017-12-20 19:40:57,890.2167679285413
0.0,0.0,0.0,2017-12-19 01:36:58,905.3607490306417
0.0,0.0,0.0,2017-12-18 10:50:30,910.6794614807358
0.0,0.0,0.0,2017-12-19 08:35:45,902.8479929284781
0.0,0.0,0.0,2017-12-21 19:42:40,881.5664676481443
0.0,0.0,0.0,2017-12-19 10:22:33,902.2072084546694
0.0,0.0,0.0,2017-12-21 20:10:25,881.4000207066874
0.0,0.0,0.0,2017-12-20 17:19:23,891.0661676861724
0.0,0.0,0.0,2017-12-19 19:05:24,899.0700825932682
0.0,0.0,0.0,2017-12-21 08:39:35,885.5449625363939
0.0,0.0,0.0,2017-12-23 02:42:00,870.4104670615112
0.0,0.0,0.0,2017-12-19 07:36:21,903.204437521432
0.0,0.0,0.0,2017-12-19 23:37:51,897.4353929629272
0.0,0.0,0.0,2017-12-20 22:52:29,889.0676558703124
0.0,0.0,0.0,2017-12-20 05:00:55,895.4969882499612
0.0,0.0,0.0,2017-12-21 00:21:06,888.535953542294
0.0,0.0,0.0,2017-12-21 06:03:35,886.4809699634151
0.0,0.0,0.0,2017-12-19 06:46:21,903.5044234903287
0.0,0.0,0.0,2017-12-22 10:07:08,876.3796669333983
0.0,0.0,0.0,2017-12-21 19:15:09,881.7315849484548
